Year,Quarter,Month,DayOfWeek,Reporting_Airline,CancelledFlights,DivertedFlights,TotalFlights,DepartureDelayedFlights,ArrivalDelayedFlights,TotalDepDelay_gt_15M,TotalArrDelay_gt_15M,TotalDepDelay,TotalArrDelay,TotalDepDelayMinutes,TotalArrDelayMinutes,TotalCarrierDelay,TotalWeatherDelay,TotalNASDelay,TotalSecurityDelay,TotalLateAircraftDelay
2023,4,10,2,YX,0.0,2.0,425,169.0,206.0,9157.0,9236.0,-15636.0,-51602.0,10137.0,11149.0,3380.0,162.0,2617.0,0.0,3077.0
2023,4,10,5,OO,20.0,12.0,1004,1052.0,1276.0,92079.0,95239.0,63056.0,35049.0,97189.0,102973.0,62936.0,9104.0,3737.0,221.0,19241.0
2023,4,11,3,AS,10.0,9.0,321,324.0,418.0,14594.0,17368.0,1533.0,-12961.0,17726.0,20402.0,5447.0,903.0,6226.0,78.0,4714.0
2023,2,5,3,AS,7.0,5.0,317,406.0,475.0,18046.0,19397.0,5844.0,-5431.0,21237.0,23581.0,6081.0,1012.0,5959.0,149.0,6196.0
2023,2,6,4,9E,4.0,5.0,292,520.0,461.0,29849.0,26699.0,21830.0,-6015.0,32038.0,28973.0,11105.0,1114.0,5155.0,0.0,9325.0
2023,3,8,3,DL,174.0,38.0,851,2030.0,1804.0,151102.0,139735.0,118095.0,-7910.0,162866.0,149299.0,72126.0,4153.0,19714.0,182.0,43560.0
2024,3,7,2,WN,81.0,68.0,1436,5950.0,5229.0,329618.0,306049.0,332419.0,214282.0,362440.0,330587.0,91078.0,10765.0,48993.0,613.0,154600.0
2024,3,9,1,OH,37.0,14.0,340,806.0,848.0,81174.0,79924.0,67570.0,52392.0,83698.0,83339.0,21800.0,5103.0,6716.0,83.0,46222.0
2020,1,1,1,F9,5.0,1.0,357,236.0,235.0,14836.0,13729.0,6352.0,-8481.0,16081.0,14922.0,4825.0,77.0,2488.0,0.0,6339.0
2020,4,10,1,WN,39.0,21.0,834,470.0,429.0,18690.0,16812.0,-3972.0,-69626.0,24014.0,21837.0,6256.0,1669.0,3852.0,196.0,4839.0
2020,3,7,6,MQ,14.0,3.0,408,119.0,164.0,8343.0,9415.0,-1739.0,-6864.0,9101.0,11589.0,5116.0,562.0,1790.0,0.0,1947.0
2020,3,8,1,OO,66.0,16.0,861,500.0,572.0,40489.0,42045.0,2960.0,-42958.0,43369.0,47404.0,27821.0,4880.0,3560.0,15.0,5769.0
2020,3,8,7,HA,36.0,1.0,26,8.0,4.0,407.0,165.0,-1974.0,-2774.0,499.0,368.0,165.0,0.0,0.0,0.0,0.0
2021,4,10,6,DL,24.0,11.0,688,1245.0,1142.0,85068.0,78771.0,65182.0,-11844.0,95102.0,88051.0,46273.0,1349.0,9271.0,142.0,21736.0
2021,4,11,6,B6,1.0,7.0,347,563.0,643.0,35913.0,38678.0,29753.0,23959.0,38407.0,41761.0,20374.0,1108.0,7783.0,278.0,9135.0
2021,4,11,5,NK,12.0,2.0,494,395.0,415.0,22708.0,22326.0,18425.0,6254.0,25563.0,25239.0,8022.0,220.0,7857.0,96.0,6131.0
2021,1,2,6,HA,0.0,0.0,49,24.0,25.0,2950.0,3028.0,1814.0,713.0,3333.0,3544.0,1977.0,500.0,0.0,0.0,551.0
2021,2,4,7,MQ,27.0,0.0,326,142.0,174.0,10508.0,10925.0,-523.0,-21681.0,11786.0,12517.0,2555.0,2733.0,2087.0,28.0,3522.0
2021,3,7,6,F9,48.0,5.0,376,783.0,763.0,54444.0,54974.0,50560.0,43980.0,56480.0,57216.0,19552.0,2848.0,11455.0,0.0,21119.0
2024,1,3,7,UA,34.0,7.0,775,2168.0,2173.0,128573.0,123678.0,107679.0,35201.0,139803.0,133970.0,38768.0,3324.0,32701.0,0.0,48885.0
2023,2,6,3,WN,88.0,98.0,1344,5083.0,4603.0,238569.0,223484.0,246326.0,177181.0,267476.0,248687.0,55706.0,8149.0,41034.0,958.0,117637.0
2022,1,3,4,YX,403.0,62.0,482,1235.0,1515.0,107165.0,115848.0,94161.0,90749.0,110534.0,121148.0,27820.0,5978.0,40546.0,57.0,41447.0
2022,4,12,3,MQ,15.0,8.0,408,432.0,540.0,23484.0,26722.0,19392.0,15121.0,26287.0,30100.0,8048.0,3537.0,6055.0,0.0,9082.0
2021,4,11,6,UA,39.0,10.0,575,774.0,652.0,41792.0,34860.0,32397.0,-18174.0,49558.0,40377.0,15063.0,775.0,5199.0,84.0,13739.0
2024,1,1,1,YX,156.0,6.0,448,422.0,493.0,27764.0,33539.0,10388.0,-14439.0,29667.0,35925.0,7169.0,4116.0,11517.0,0.0,10737.0
2021,3,9,3,9E,15.0,7.0,353,181.0,232.0,19522.0,21233.0,6522.0,-8684.0,20589.0,23339.0,6702.0,849.0,11530.0,0.0,2152.0
2020,2,6,6,OO,16.0,4.0,619,200.0,237.0,12914.0,13371.0,-2479.0,-19587.0,13950.0,15579.0,9696.0,1768.0,1120.0,0.0,787.0
2023,1,2,1,YX,117.0,5.0,384,224.0,260.0,13524.0,14226.0,-5930.0,-36019.0,14826.0,16298.0,4907.0,1518.0,3342.0,0.0,4459.0
2022,4,12,2,9E,19.0,6.0,300,319.0,352.0,18332.0,19075.0,11903.0,-4853.0,19854.0,20711.0,7128.0,1033.0,5720.0,0.0,5194.0
2022,1,2,2,B6,21.0,8.0,349,706.0,687.0,49495.0,46737.0,40672.0,20591.0,52091.0,49200.0,21769.0,383.0,8142.0,7.0,16436.0
2022,1,2,7,YV,26.0,2.0,278,259.0,261.0,20511.0,19697.0,18080.0,7444.0,22004.0,20980.0,11088.0,774.0,2880.0,0.0,4955.0
2022,1,3,4,F9,120.0,4.0,407,815.0,838.0,62670.0,65832.0,58332.0,55977.0,64702.0,68108.0,15619.0,3653.0,20028.0,0.0,26532.0
2022,2,6,1,HA,1.0,0.0,75,196.0,238.0,7316.0,8583.0,7765.0,7621.0,9064.0,10310.0,4690.0,0.0,658.0,23.0,3212.0
2022,3,9,4,OO,53.0,15.0,1168,1189.0,1248.0,83042.0,82381.0,45131.0,-12076.0,89613.0,91052.0,53632.0,8146.0,3190.0,155.0,17258.0
2023,2,4,4,OO,152.0,31.0,973,1001.0,1125.0,78774.0,82028.0,53727.0,25030.0,83360.0,89018.0,47839.0,13246.0,4128.0,84.0,16731.0
2023,2,4,7,OO,73.0,13.0,1030,1164.0,1272.0,87209.0,88677.0,55489.0,12297.0,93773.0,97409.0,57063.0,8359.0,5668.0,0.0,17587.0
2023,2,4,6,F9,40.0,11.0,375,746.0,801.0,63422.0,65998.0,58894.0,55456.0,65865.0,68545.0,18108.0,5065.0,11695.0,0.0,31130.0
2024,4,12,6,F9,11.0,1.0,454,522.0,521.0,39817.0,39641.0,32549.0,23130.0,41468.0,41317.0,10517.0,368.0,8716.0,0.0,20040.0
2024,4,12,1,HA,14.0,3.0,77,178.0,200.0,8539.0,8732.0,7347.0,5910.0,10256.0,10587.0,5357.0,592.0,202.0,0.0,2581.0
2024,1,2,1,G4,2.0,3.0,452,276.0,290.0,21995.0,22197.0,13700.0,4986.0,23371.0,23408.0,7938.0,4688.0,4011.0,89.0,5471.0
2024,2,6,2,OO,95.0,31.0,1045,1547.0,1710.0,155310.0,164689.0,127854.0,108703.0,160290.0,172077.0,79951.0,36140.0,28683.0,162.0,19753.0
2024,3,7,3,9E,279.0,10.0,296,600.0,705.0,54751.0,60848.0,46586.0,39740.0,56750.0,62825.0,14043.0,3280.0,21623.0,0.0,21902.0
2020,1,1,5,F9,44.0,1.0,358,349.0,333.0,21938.0,19299.0,12104.0,-6154.0,23390.0,21041.0,7597.0,86.0,3814.0,0.0,7802.0
2020,4,11,6,F9,1.0,1.0,192,59.0,52.0,3326.0,2928.0,-2046.0,-6627.0,3548.0,3408.0,1475.0,0.0,484.0,0.0,969.0
2020,4,12,7,MQ,10.0,2.0,328,236.0,377.0,13321.0,17581.0,4882.0,-762.0,14829.0,20559.0,4125.0,1918.0,6142.0,92.0,5304.0
2020,1,3,5,MQ,572.0,5.0,404,467.0,636.0,26136.0,32121.0,12750.0,8922.0,27820.0,35384.0,7494.0,2070.0,9582.0,0.0,12975.0
2020,1,3,3,YX,535.0,4.0,541,252.0,287.0,13263.0,13384.0,-9672.0,-38953.0,14561.0,15472.0,4138.0,185.0,4396.0,0.0,4665.0
2020,3,8,2,UA,47.0,8.0,343,212.0,229.0,13656.0,14017.0,-1655.0,-27570.0,14635.0,15148.0,3454.0,2622.0,3469.0,0.0,4472.0
2021,1,1,6,OH,7.0,2.0,238,153.0,186.0,11639.0,11446.0,1783.0,-9308.0,12414.0,12981.0,5059.0,379.0,2042.0,100.0,3866.0
2021,4,10,2,OH,1.0,0.0,338,199.0,197.0,14230.0,13180.0,1238.0,-11592.0,15380.0,15054.0,4622.0,292.0,1133.0,87.0,7046.0
2021,2,5,7,WN,26.0,48.0,1282,3943.0,3216.0,220539.0,196287.0,225019.0,104798.0,244786.0,212622.0,52915.0,5340.0,38579.0,351.0,99102.0
2021,2,6,1,OH,68.0,13.0,316,566.0,661.0,49644.0,51338.0,41933.0,34151.0,51898.0,54208.0,12710.0,9319.0,8787.0,169.0,20353.0
2021,3,7,6,9E,40.0,10.0,372,393.0,400.0,32763.0,32175.0,23282.0,-10086.0,35080.0,34303.0,10903.0,1272.0,9720.0,72.0,10208.0
2023,2,5,6,YX,0.0,8.0,368,159.0,188.0,10089.0,10429.0,-1840.0,-26228.0,11210.0,11846.0,3541.0,201.0,2877.0,0.0,3810.0
2024,4,11,4,AA,9.0,6.0,790,1780.0,1925.0,122759.0,127312.0,102248.0,48075.0,131575.0,137059.0,42171.0,1707.0,25017.0,354.0,58063.0
2023,1,1,6,OH,0.0,1.0,298,89.0,105.0,6091.0,6082.0,-5883.0,-19543.0,6768.0,7066.0,2443.0,3.0,1120.0,22.0,2494.0
2020,2,6,1,9E,27.0,2.0,235,52.0,72.0,2794.0,3392.0,-5289.0,-12111.0,3114.0,4140.0,1897.0,137.0,919.0,0.0,439.0
2023,1,2,1,UA,21.0,5.0,759,1201.0,1294.0,74466.0,74200.0,54811.0,4549.0,83073.0,81795.0,28957.0,1549.0,15410.0,27.0,28257.0
2020,2,5,5,DL,3.0,5.0,364,148.0,153.0,9807.0,9453.0,-846.0,-13687.0,11212.0,12154.0,7575.0,105.0,1220.0,0.0,553.0
2022,4,11,2,HA,5.0,1.0,70,262.0,304.0,12867.0,13967.0,12574.0,13157.0,14695.0,16022.0,8102.0,552.0,629.0,0.0,4684.0
2023,4,11,7,AA,2.0,16.0,814,1841.0,2004.0,138763.0,142715.0,115033.0,56716.0,148754.0,154446.0,54061.0,892.0,20970.0,432.0,66360.0
2023,4,12,5,OO,79.0,55.0,1123,1315.0,1411.0,127453.0,123980.0,92982.0,28389.0,133163.0,132227.0,45135.0,38418.0,20655.0,303.0,19469.0
2023,3,7,3,9E,32.0,2.0,288,452.0,431.0,33601.0,31662.0,27090.0,6804.0,35241.0,33487.0,13472.0,2105.0,3758.0,0.0,12327.0
2023,3,7,1,AA,206.0,36.0,851,4177.0,4116.0,392547.0,381909.0,375425.0,299353.0,405834.0,395175.0,133450.0,9877.0,34945.0,669.0,202968.0
2023,3,7,7,DL,356.0,44.0,874,4362.0,3969.0,337565.0,316531.0,328359.0,221370.0,354776.0,330526.0,141861.0,13070.0,55473.0,112.0,106015.0
2024,1,1,3,HA,3.0,0.0,70,204.0,264.0,10243.0,12036.0,9667.0,10768.0,11949.0,14248.0,6322.0,785.0,915.0,36.0,3978.0
2024,2,4,4,G4,35.0,3.0,458,340.0,318.0,37036.0,36549.0,28699.0,17002.0,38534.0,37914.0,4889.0,1608.0,17507.0,103.0,12442.0
2024,2,6,2,MQ,99.0,6.0,495,922.0,1010.0,68664.0,75372.0,64019.0,59067.0,71807.0,78743.0,14450.0,7831.0,17627.0,0.0,35464.0
2020,1,1,4,AA,30.0,9.0,750,2092.0,2184.0,126127.0,124114.0,95962.0,6897.0,138873.0,137820.0,48257.0,2992.0,24463.0,377.0,48025.0
2020,4,10,5,DL,6.0,7.0,513,396.0,534.0,24108.0,27229.0,-5529.0,-43190.0,27693.0,33318.0,14202.0,2854.0,7038.0,53.0,3082.0
2020,4,11,7,YV,24.0,1.0,261,187.0,231.0,15783.0,16005.0,7684.0,-2517.0,16669.0,18063.0,7361.0,71.0,1872.0,3.0,6698.0
2020,4,11,1,AS,18.0,7.0,214,146.0,177.0,8561.0,9306.0,-4201.0,-11778.0,9562.0,10945.0,2904.0,1046.0,2394.0,86.0,2876.0
2020,3,7,1,9E,0.0,10.0,250,147.0,185.0,11730.0,12932.0,1912.0,-5675.0,12368.0,14111.0,6089.0,1537.0,2696.0,0.0,2610.0
2020,3,7,4,UA,5.0,8.0,269,120.0,116.0,7814.0,7262.0,-5639.0,-30919.0,8889.0,8364.0,2929.0,743.0,1437.0,0.0,2153.0
2021,1,1,7,AA,182.0,7.0,537,943.0,976.0,65796.0,64789.0,44169.0,-10873.0,71055.0,70640.0,26094.0,3681.0,19111.0,79.0,15824.0
2021,1,1,3,G4,14.0,1.0,48,12.0,20.0,725.0,953.0,-801.0,-1370.0,817.0,1061.0,208.0,152.0,380.0,0.0,213.0
2021,4,11,6,DL,1.0,18.0,711,1103.0,1098.0,72509.0,71206.0,57243.0,403.0,81023.0,79995.0,32161.0,6065.0,13567.0,5057.0,14356.0
2021,4,12,5,DL,378.0,38.0,751,1673.0,1608.0,116428.0,107006.0,107504.0,25583.0,129263.0,117328.0,63008.0,6672.0,14250.0,188.0,22888.0
2021,1,3,6,OO,253.0,20.0,939,685.0,754.0,57158.0,57014.0,30895.0,-16758.0,60797.0,61965.0,41393.0,8419.0,1428.0,104.0,5670.0
2021,3,7,5,UA,51.0,24.0,573,1822.0,2074.0,125651.0,137083.0,121095.0,113384.0,135859.0,147740.0,37771.0,11994.0,31581.0,0.0,55737.0
2021,3,7,5,F9,95.0,7.0,410,844.0,896.0,66017.0,67743.0,62323.0,57223.0,68301.0,69828.0,18422.0,2744.0,18880.0,0.0,27697.0
2021,3,8,5,DL,4.0,23.0,697,1503.0,1403.0,107116.0,101567.0,95897.0,29004.0,117819.0,109786.0,56624.0,6765.0,15873.0,292.0,22013.0
2021,3,9,7,NK,46.0,1.0,422,477.0,452.0,27073.0,25081.0,22462.0,6373.0,29420.0,27473.0,8881.0,261.0,7191.0,647.0,8101.0
2020,2,4,4,UA,1572.0,0.0,429,56.0,56.0,4581.0,4156.0,-5100.0,-24905.0,4962.0,4575.0,3258.0,17.0,654.0,0.0,227.0
2024,2,4,4,WN,98.0,17.0,1452,5073.0,4530.0,276297.0,254182.0,280621.0,178985.0,304511.0,276322.0,66398.0,6283.0,39278.0,225.0,141998.0
2024,3,9,6,DL,18.0,15.0,881,1019.0,1015.0,65280.0,61611.0,27425.0,-45526.0,72357.0,68751.0,36447.0,960.0,10013.0,0.0,14191.0
2022,2,6,6,9E,96.0,3.0,292,190.0,172.0,15179.0,13732.0,9336.0,-8718.0,16289.0,14667.0,9447.0,40.0,1047.0,0.0,3198.0
2024,4,11,7,AA,18.0,23.0,887,1971.0,2069.0,159340.0,161191.0,132767.0,62744.0,169245.0,172096.0,51972.0,5285.0,22229.0,322.0,81383.0
2023,3,9,1,UA,77.0,21.0,767,1679.0,1740.0,125785.0,125879.0,106168.0,58247.0,134156.0,134206.0,36680.0,7080.0,34667.0,21.0,47431.0
2023,1,1,6,WN,94.0,6.0,1364,1616.0,1322.0,60228.0,51416.0,51349.0,-49084.0,78068.0,62647.0,22364.0,1262.0,10183.0,45.0,17562.0
2021,2,5,3,YX,14.0,13.0,561,226.0,267.0,16895.0,17195.0,2979.0,-25669.0,18455.0,19423.0,7866.0,1018.0,4568.0,7.0,3736.0
2020,2,5,3,AA,3.0,3.0,417,135.0,109.0,8464.0,6749.0,-8095.0,-44033.0,9402.0,7766.0,2926.0,261.0,544.0,0.0,3018.0
2020,2,5,7,F9,1.0,2.0,199,33.0,37.0,2510.0,2246.0,-2622.0,-9979.0,2757.0,2478.0,696.0,38.0,784.0,0.0,728.0
2021,1,3,4,9E,0.0,4.0,290,233.0,311.0,15360.0,18869.0,4202.0,-18194.0,16427.0,20460.0,6132.0,1298.0,5888.0,0.0,5551.0
2021,1,3,6,AS,25.0,4.0,248,171.0,171.0,8299.0,7972.0,188.0,-9186.0,9868.0,9739.0,3400.0,359.0,1592.0,137.0,2484.0
2022,1,1,3,G4,6.0,1.0,104,46.0,49.0,2884.0,3073.0,780.0,9.0,3178.0,3454.0,1451.0,115.0,463.0,0.0,1044.0
2022,3,7,7,QX,10.0,2.0,125,218.0,216.0,9603.0,9600.0,7134.0,4059.0,11170.0,11493.0,3953.0,591.0,1193.0,38.0,3825.0
2023,4,10,6,AS,2.0,6.0,299,263.0,240.0,13549.0,12480.0,4443.0,-10485.0,15712.0,14731.0,5455.0,351.0,2440.0,106.0,4128.0
2023,4,10,4,HA,12.0,0.0,70,136.0,158.0,4830.0,5351.0,4464.0,4853.0,6396.0,7388.0,3192.0,183.0,55.0,20.0,1901.0
2023,1,2,4,AS,109.0,8.0,316,510.0,576.0,30352.0,32193.0,21612.0,14003.0,33058.0,35374.0,10544.0,2840.0,7094.0,144.0,11571.0
2023,2,5,1,HA,19.0,0.0,73,325.0,374.0,14954.0,16355.0,15248.0,15218.0,17346.0,18587.0,7516.0,20.0,1332.0,179.0,7308.0
2023,3,7,6,OO,101.0,19.0,989,1478.0,1542.0,137401.0,136251.0,112027.0,68945.0,143989.0,143728.0,75406.0,9380.0,8227.0,16.0,43222.0
2024,1,1,7,G4,24.0,3.0,638,353.0,381.0,42544.0,44612.0,33496.0,25032.0,43662.0,45621.0,16368.0,10211.0,5341.0,184.0,12508.0
2024,2,6,7,B6,165.0,25.0,338,1088.0,1068.0,104489.0,103450.0,97805.0,79373.0,107565.0,106172.0,36707.0,3909.0,24613.0,159.0,38062.0
2024,3,8,2,HA,0.0,0.0,74,64.0,74.0,3219.0,3258.0,1069.0,-787.0,4065.0,4200.0,2368.0,1.0,18.0,0.0,871.0
2020,4,10,7,9E,0.0,4.0,274,119.0,140.0,7985.0,8249.0,-4226.0,-23330.0,8773.0,9577.0,5038.0,273.0,1319.0,0.0,1619.0
2020,4,12,7,B6,9.0,5.0,342,324.0,419.0,20685.0,23611.0,13478.0,13086.0,22110.0,26267.0,10971.0,292.0,4885.0,39.0,7424.0
2020,1,3,5,YV,382.0,7.0,290,305.0,390.0,24037.0,27212.0,14344.0,8910.0,25193.0,28835.0,7837.0,2614.0,6675.0,11.0,10075.0
2020,3,8,7,9E,104.0,7.0,228,377.0,375.0,36057.0,34766.0,24943.0,2590.0,36926.0,35806.0,19551.0,1810.0,2651.0,0.0,10754.0
2020,3,9,3,OO,34.0,8.0,909,534.0,559.0,45930.0,43914.0,11111.0,-47328.0,48516.0,47843.0,29794.0,4908.0,1721.0,33.0,7458.0
2021,3,8,5,G4,99.0,11.0,551,441.0,495.0,33657.0,36685.0,28953.0,30766.0,35444.0,38629.0,10438.0,3278.0,5578.0,154.0,17237.0
2021,3,9,4,F9,37.0,2.0,428,484.0,514.0,36565.0,36948.0,28201.0,20291.0,38501.0,39205.0,11299.0,798.0,11166.0,0.0,13685.0
2020,2,4,3,NK,133.0,1.0,432,44.0,36.0,4179.0,3726.0,-367.0,-8856.0,4488.0,3963.0,3321.0,44.0,138.0,0.0,223.0
2022,4,12,5,OO,577.0,22.0,1027,1886.0,2227.0,174382.0,186417.0,157252.0,139877.0,181294.0,195426.0,89080.0,51954.0,6407.0,202.0,38774.0
2020,2,6,6,DL,0.0,8.0,345,137.0,144.0,10561.0,10361.0,-708.0,-16226.0,12007.0,12138.0,6118.0,1945.0,1040.0,60.0,1198.0
2021,2,5,1,B6,9.0,12.0,377,569.0,530.0,32889.0,30454.0,23277.0,322.0,36159.0,33460.0,16015.0,706.0,4695.0,299.0,8739.0
2020,2,5,6,F9,2.0,0.0,83,3.0,5.0,134.0,168.0,-2153.0,-4538.0,182.0,212.0,103.0,0.0,65.0,0.0,0.0
2020,4,12,2,YV,23.0,2.0,264,213.0,261.0,15961.0,16706.0,9687.0,-1678.0,16979.0,18212.0,6114.0,637.0,3953.0,27.0,5975.0
2022,1,1,5,HA,27.0,4.0,70,101.0,105.0,4858.0,4885.0,3893.0,1750.0,5998.0,6091.0,2590.0,61.0,0.0,0.0,2234.0
2022,1,2,6,DL,14.0,5.0,732,992.0,816.0,63750.0,55123.0,52287.0,-28703.0,71821.0,60782.0,32598.0,3509.0,5686.0,102.0,13228.0
2022,1,2,3,OH,68.0,5.0,317,264.0,290.0,20306.0,20041.0,6558.0,-6623.0,21922.0,22486.0,7880.0,88.0,2335.0,144.0,9594.0
2022,2,6,3,UA,344.0,63.0,739,1702.0,1671.0,142496.0,141918.0,127317.0,73945.0,152394.0,149810.0,43676.0,17230.0,33022.0,0.0,47990.0
2022,3,7,6,F9,14.0,7.0,314,602.0,600.0,45357.0,44664.0,39632.0,31009.0,47104.0,46593.0,14216.0,2273.0,10716.0,0.0,17459.0
2022,3,7,1,AS,16.0,14.0,301,424.0,479.0,22952.0,24817.0,14158.0,7121.0,26096.0,28077.0,7862.0,291.0,6417.0,503.0,9744.0
2023,2,6,3,NK,36.0,9.0,468,787.0,821.0,52272.0,55147.0,48195.0,40922.0,54920.0,57970.0,12791.0,2563.0,23829.0,710.0,15254.0
2023,3,7,5,WN,207.0,64.0,1378,6200.0,5786.0,343823.0,337645.0,352584.0,296035.0,372060.0,361565.0,73288.0,14056.0,67821.0,430.0,182050.0
2024,1,3,5,HA,9.0,2.0,69,181.0,206.0,8637.0,9094.0,8453.0,7403.0,10607.0,11225.0,5660.0,1.0,75.0,5.0,3353.0
2024,2,4,4,AA,73.0,16.0,822,2840.0,2870.0,235664.0,231200.0,219769.0,164834.0,247084.0,243835.0,77915.0,5615.0,32478.0,276.0,114916.0
2024,2,4,3,DL,63.0,25.0,877,1829.0,1963.0,167926.0,172032.0,142184.0,89186.0,177214.0,182214.0,64466.0,6883.0,51887.0,97.0,48699.0
2024,2,6,4,F9,111.0,4.0,507,828.0,879.0,74841.0,77617.0,68050.0,64472.0,77282.0,80335.0,21603.0,926.0,11844.0,0.0,43244.0
2024,3,8,5,UA,179.0,35.0,779,2708.0,2917.0,202451.0,209059.0,182812.0,135702.0,213591.0,219648.0,52448.0,10325.0,54317.0,22.0,91947.0
2020,4,10,3,AA,7.0,3.0,402,344.0,441.0,25625.0,26960.0,7992.0,-18693.0,28451.0,30961.0,13302.0,2620.0,5321.0,142.0,5575.0
2020,3,7,1,B6,47.0,10.0,206,170.0,182.0,14499.0,14397.0,3858.0,-3334.0,15140.0,15205.0,8439.0,518.0,1961.0,0.0,3479.0
2020,3,8,4,B6,39.0,9.0,238,115.0,158.0,7681.0,9112.0,-1163.0,-5566.0,8242.0,10039.0,3464.0,964.0,2683.0,0.0,2001.0
2020,3,9,5,AA,3.0,10.0,551,359.0,360.0,18132.0,16908.0,-1522.0,-38351.0,21805.0,21690.0,8732.0,1204.0,2679.0,251.0,4042.0
2021,4,10,5,NK,59.0,1.0,422,515.0,526.0,36829.0,39540.0,31637.0,16863.0,39769.0,42381.0,11208.0,4188.0,15079.0,74.0,8991.0
2021,2,5,7,UA,10.0,17.0,476,727.0,827.0,48942.0,52316.0,34931.0,10574.0,53741.0,57298.0,14254.0,4446.0,14361.0,0.0,19255.0
2021,2,6,6,WN,403.0,56.0,1527,4814.0,4257.0,282052.0,259223.0,291451.0,214435.0,302228.0,273905.0,87711.0,8700.0,32086.0,822.0,129904.0
2021,3,7,6,HA,4.0,1.0,72,132.0,133.0,4055.0,4234.0,3914.0,1214.0,5857.0,5847.0,2567.0,50.0,98.0,6.0,1513.0
2021,3,8,1,NK,501.0,5.0,405,789.0,751.0,56171.0,54126.0,52389.0,37852.0,59010.0,57098.0,18204.0,2040.0,15501.0,504.0,17877.0
2021,3,8,2,G4,5.0,2.0,133,66.0,86.0,3904.0,4839.0,2945.0,3797.0,4223.0,5139.0,1611.0,200.0,1324.0,0.0,1704.0
2023,2,6,2,OO,55.0,15.0,914,1028.0,1104.0,83837.0,84698.0,61237.0,30998.0,88454.0,91020.0,52459.0,12359.0,4501.0,338.0,15041.0
2024,4,11,1,G4,1.0,2.0,432,198.0,190.0,13763.0,13204.0,3812.0,-4885.0,15131.0,14564.0,6632.0,851.0,1597.0,22.0,4102.0
2023,2,4,7,OH,22.0,4.0,322,421.0,479.0,31856.0,32766.0,21143.0,10825.0,33838.0,35348.0,11074.0,1185.0,4573.0,153.0,15781.0
2022,4,12,3,QX,30.0,0.0,106,141.0,160.0,9816.0,10755.0,9543.0,8778.0,10742.0,11771.0,3637.0,590.0,1835.0,0.0,4693.0
2023,1,1,5,WN,70.0,7.0,1302,2406.0,1966.0,93168.0,77338.0,87287.0,-28022.0,118063.0,94532.0,29950.0,510.0,11839.0,98.0,34941.0
2022,1,1,1,AS,175.0,16.0,297,511.0,546.0,27025.0,28092.0,16714.0,8838.0,29550.0,31045.0,11500.0,804.0,5851.0,109.0,9828.0
2022,1,2,3,UA,194.0,9.0,649,1112.0,1159.0,69141.0,75123.0,56164.0,15124.0,76554.0,80633.0,22858.0,4419.0,23216.0,62.0,24568.0
2022,1,1,7,MQ,222.0,7.0,452,763.0,831.0,50093.0,53598.0,41616.0,23504.0,53012.0,56866.0,16061.0,5542.0,10308.0,38.0,21649.0
2022,4,11,3,F9,85.0,6.0,442,646.0,610.0,41983.0,39102.0,38538.0,27851.0,44526.0,41646.0,11207.0,415.0,6533.0,0.0,20947.0
2022,1,2,7,YX,43.0,7.0,421,626.0,775.0,41910.0,51962.0,31715.0,22376.0,44418.0,54886.0,13031.0,1734.0,15559.0,83.0,21555.0
2022,3,9,3,QX,1.0,2.0,95,89.0,95.0,5027.0,5067.0,2658.0,456.0,5768.0,6262.0,1635.0,444.0,637.0,68.0,2283.0
2023,4,12,5,MQ,3.0,6.0,459,452.0,496.0,23610.0,23769.0,15302.0,-4592.0,26944.0,28029.0,8270.0,1488.0,4704.0,15.0,9292.0
2023,2,6,1,MQ,20.0,5.0,315,420.0,457.0,20602.0,22971.0,16155.0,9461.0,22695.0,25625.0,5775.0,1748.0,6484.0,6.0,8958.0
2024,4,10,7,G4,34.0,6.0,442,329.0,296.0,26279.0,24724.0,16985.0,7066.0,27615.0,26039.0,10003.0,1106.0,2977.0,19.0,10619.0
2024,1,2,1,9E,12.0,1.0,304,232.0,214.0,15226.0,13862.0,5153.0,-17868.0,16214.0,15172.0,7954.0,351.0,1463.0,0.0,4094.0
2024,2,6,3,HA,0.0,0.0,76,76.0,96.0,4500.0,4922.0,3147.0,2210.0,5647.0,6135.0,4072.0,0.0,95.0,0.0,755.0
2020,1,1,4,9E,0.0,5.0,441,415.0,390.0,34421.0,31277.0,16361.0,-30696.0,35983.0,33308.0,8629.0,1670.0,7012.0,0.0,13966.0
2020,4,11,7,OH,5.0,6.0,279,270.0,344.0,19321.0,20445.0,7542.0,-424.0,20784.0,23260.0,5647.0,2183.0,4990.0,83.0,7542.0
2020,1,3,1,WN,3221.0,11.0,1267,858.0,805.0,34009.0,29999.0,-12080.0,-156915.0,44278.0,39432.0,13500.0,281.0,7672.0,24.0,8522.0
2020,3,7,4,F9,54.0,2.0,304,149.0,156.0,8259.0,8209.0,-619.0,-8341.0,8851.0,9153.0,2985.0,139.0,2714.0,0.0,2371.0
2020,3,8,5,DL,1.0,6.0,517,404.0,556.0,22348.0,26528.0,-403.0,-16908.0,25760.0,32783.0,13783.0,1786.0,7154.0,104.0,3701.0
2021,1,2,7,YX,88.0,15.0,502,322.0,422.0,26452.0,28949.0,14014.0,-3460.0,27829.0,31266.0,9202.0,2070.0,8041.0,78.0,9558.0
